customer_id,first_name,last_name,email,city,state,zip,joined_at,channel
27aed525-c18f-4b0e-9ef0-52d723846ccf,Sawyer,Williams,sawyer.williams@example.com,Cincinnati,WI,69287,2021-05-05,Agent
ef29f4d5-06b8-4f66-92c6-e0de131ae287,Quinn,Williams,quinn.williams@example.com,Chicago,IN,57952,2019-05-05,Agent
57bb18d7-b0a8-4518-8ac4-9d1a98ccc2c8,Quinn,Jones,quinn.jones@example.com,Akron,IL,78870,2019-03-13,Agent
adf1409c-fd05-44e4-be4a-82184ad7cd2f,Sawyer,Anderson,sawyer.anderson@example.com,Akron,PA,61504,2020-05-12,Online
f804c404-3811-4390-be55-4c357cd1af3e,Sawyer,Moore,sawyer.moore@example.com,Columbus,TN,80835,2024-05-27,Agent
6e88ebb8-5010-4ebb-ac28-8720a374ec85,Jordan,Rodriguez,jordan.rodriguez@example.com,Louisville,KY,61363,2022-12-05,Online
b71a7304-cc61-47df-a388-7e137ae7ea8e,Jesse,Hernandez,jesse.hernandez@example.com,Cincinnati,MO,24324,2020-03-28,Agent
61157c2a-3844-44cb-bb22-c4ea5f35d17b,Peyton,Jackson,peyton.jackson@example.com,Chicago,KY,32297,2021-06-01,Agent
916b93c5-c109-43e3-9b97-3a374c7d7287,Kai,Wilson,kai.wilson@example.com,Akron,WV,62263,2023-09-18,Agent
3a5f10af-9b69-463c-ab1c-bfacb928516d,Riley,Brown,riley.brown@example.com,Akron,MI,61363,2025-06-14,Agent
fe0dfec3-b835-48c6-b2a9-5ccb5d9eaf2d,Charlie,Martinez,charlie.martinez@example.com,Akron,IN,50013,2021-08-23,Agent
8392ad16-812b-4b3a-9223-7f1b2d5372cf,Logan,Thomas,logan.thomas@example.com,Lexington,PA,91745,2022-05-02,Online
57a854d1-d284-4d25-b3f7-d2289f3c4697,Dakota,Wilson,dakota.wilson@example.com,Louisville,IL,93230,2023-04-12,Online
d120318b-9452-49ef-b149-ddc65dd48cbc,Jordan,Anderson,jordan.anderson@example.com,Cleveland,IN,97572,2023-07-23,Agent
77edaa90-559e-428b-aea4-47cfa52f3a59,Sawyer,Garcia,sawyer.garcia@example.com,Columbus,IL,79264,2023-06-06,Agent
0345ecf5-c457-441f-b52d-75b3976e9776,Harper,Anderson,harper.anderson@example.com,Dayton,WI,86780,2019-11-16,Branch
61cb845e-5c8d-4b4f-81a7-31243c8916b1,Jesse,Anderson,jesse.anderson@example.com,Akron,PA,98552,2020-10-14,Online
18727519-4749-4b09-8bbc-b4129fd1b5dc,Harper,Jackson,harper.jackson@example.com,Toledo,MI,41026,2021-04-26,Branch
c7d73251-1378-4051-b8e9-7270b2e46143,Avery,Johnson,avery.johnson@example.com,Cleveland,TN,91090,2023-09-02,Agent
64678af7-6d84-4a89-bc80-43e6aa1d1698,Riley,Gonzalez,riley.gonzalez@example.com,Akron,MO,21250,2020-04-10,Online
9401d5ad-edf9-439e-b1d3-85a1af82162b,Finley,Davis,finley.davis@example.com,Lexington,IL,81795,2024-07-17,Agent
de26ffab-57ca-40e7-93e7-8f294876f48f,Morgan,Anderson,morgan.anderson@example.com,Chicago,MI,36343,2023-12-30,Online
2e9fbc8a-2a1e-48dd-994e-4b40ae006aa8,Riley,Wilson,riley.wilson@example.com,Indianapolis,WI,13219,2020-03-30,Branch
79f623cd-f60e-44b0-91be-70b32ffdd16d,Skyler,Garcia,skyler.garcia@example.com,Cleveland,WV,44715,2023-04-01,Phone
78262ab7-7abe-4382-80e0-037de1c7e67b,Quinn,Anderson,quinn.anderson@example.com,Lexington,KY,74836,2020-07-15,Agent
e8a2f698-e851-4716-b623-2bff2c9c2015,Finley,Hernandez,finley.hernandez@example.com,Chicago,PA,34246,2025-02-14,Agent
a25ff8ea-9b3b-4982-ab5a-7efd6751e282,Harper,Lopez,harper.lopez@example.com,Toledo,WV,93819,2020-05-15,Agent
03ae4673-3f53-4a1d-b80c-af3a309ae22f,Quinn,Gonzalez,quinn.gonzalez@example.com,Dayton,KY,87916,2023-11-22,Online
4b4016ee-c324-4d06-8bee-e4ef4b1629f5,Morgan,Garcia,morgan.garcia@example.com,Toledo,PA,84839,2023-03-08,Agent
e0f79542-250a-44af-affb-1113ee6239e1,Skyler,Jones,skyler.jones@example.com,Lexington,KY,53724,2019-09-01,Online
66fd62ec-922e-456f-9261-37825eadbffb,Kai,Davis,kai.davis@example.com,Lexington,OH,50231,2022-04-15,Online
6bed5c4d-c524-443e-8ec3-87e165ce9d42,Jordan,Lopez,jordan.lopez@example.com,Louisville,OH,91836,2020-07-08,Agent
29421208-9075-46f0-b6a9-0824e91d029a,Blake,Martinez,blake.martinez@example.com,Akron,KY,94057,2020-01-24,Agent
0bbef2f7-2df7-4f2b-a488-26c6bcf522b8,Quinn,Anderson,quinn.anderson@example.com,Akron,WV,13219,2021-02-02,Agent
8512ae7d-bf1a-4ed0-95b4-f5510dc1709f,Alex,Hernandez,alex.hernandez@example.com,Lexington,IN,24900,2021-01-27,Phone
25f1bb56-6cc6-4379-aeb4-29551c3f15b5,Charlie,Taylor,charlie.taylor@example.com,Indianapolis,TN,28289,2021-03-11,Agent
99e3d6af-2c65-4992-8d57-d7fa257f0d5c,Kai,Johnson,kai.johnson@example.com,Dayton,WI,34246,2021-05-13,Agent
e1d88454-e37c-481e-87de-f50096cf3013,Jesse,Smith,jesse.smith@example.com,Chicago,WI,57824,2025-08-14,Branch
57e59246-455f-4231-8321-ff3537e23169,Jesse,Miller,jesse.miller@example.com,Dayton,KY,86039,2019-03-23,Phone
9fe03025-a326-4e7f-9d49-4282c7ec73f9,Quinn,Rodriguez,quinn.rodriguez@example.com,Louisville,TN,57824,2023-03-05,Branch
aac16daf-cda9-4193-bb6f-88c02cf0cc42,Casey,Thomas,casey.thomas@example.com,Indianapolis,IN,62899,2025-03-17,Agent
402cf472-b158-45eb-b5fc-a51ec6925c79,Harper,Brown,harper.brown@example.com,Louisville,OH,28883,2022-09-25,Branch
639c0688-56b5-4a7f-8f61-94372025399f,Avery,Smith,avery.smith@example.com,Dayton,MI,67680,2021-01-17,Online
8d1468c6-f811-4ed0-9a95-0a9343aeaed9,Blake,Lopez,blake.lopez@example.com,Louisville,KY,84576,2025-04-23,Agent
4b72cd69-4a00-4770-ad06-137c997d987a,Alex,Martin,alex.martin@example.com,Cleveland,KY,60292,2023-02-10,Agent
cedfc33c-bf8d-42e4-9708-28f7a1890ee6,Jesse,Brown,jesse.brown@example.com,Dayton,IN,79037,2020-02-09,Agent
b22e29f5-ef74-407b-a679-2ba5e56155de,Emerson,Martin,emerson.martin@example.com,Cleveland,KY,80774,2025-01-01,Phone
31415609-7dff-491e-a02e-1003c2bd21d6,Kai,Davis,kai.davis@example.com,Columbus,OH,62899,2019-10-29,Online
400d7bea-4c1a-4b9b-b5d9-d223d50633e1,Emerson,Anderson,emerson.anderson@example.com,Cleveland,WV,57952,2025-02-10,Agent
2f3ef849-5005-4628-af82-3928bb2f4154,Riley,Gonzalez,riley.gonzalez@example.com,Toledo,IN,50013,2019-08-07,Agent
e4bfaf18-e2b4-4d96-b1f4-dc739feccb28,Kai,Brown,kai.brown@example.com,Indianapolis,MO,62899,2020-05-26,Branch
be47d6b4-d558-4440-a355-6d04788ce056,Riley,Martinez,riley.martinez@example.com,Toledo,IL,46127,2019-09-16,Agent
4ebaf79a-1eb4-40f1-acbb-8110d8adeab9,Blake,Smith,blake.smith@example.com,Dayton,PA,70415,2024-07-17,Branch
1eaad0ad-25a3-4e67-bb8b-f6e16ccd2f8a,Jesse,Williams,jesse.williams@example.com,Columbus,WI,55626,2019-02-23,Agent
63ad901a-d7d1-4260-8fbe-eea0cc37547c,Peyton,Rodriguez,peyton.rodriguez@example.com,Toledo,TN,66645,2023-06-05,Online
d1ec2125-1c54-47de-b820-5c2b1bc9f9ea,Jordan,Rodriguez,jordan.rodriguez@example.com,Louisville,TN,91231,2023-02-13,Phone
a0b4e1b7-8382-433d-85c7-db3de243867c,Alex,Miller,alex.miller@example.com,Columbus,KY,82684,2022-03-06,Agent
106b404a-66b9-43f0-a355-b51c25dafbdb,Logan,Hernandez,logan.hernandez@example.com,Cincinnati,MI,28883,2020-03-19,Online
f75c2e12-c30e-418c-bd42-898840cedbda,Alex,Lopez,alex.lopez@example.com,Akron,OH,51304,2020-11-10,Agent
08a6e288-4da4-49c3-8ced-a5cda6c53419,Peyton,Williams,peyton.williams@example.com,Cleveland,PA,87916,2019-01-21,Agent
9bf5f701-0ab6-4909-b75a-8edaa6e2dc4c,Jesse,Thomas,jesse.thomas@example.com,Columbus,MI,69920,2022-03-14,Online
b746d740-c80e-41c2-8424-8ac2a51d87ae,Blake,Moore,blake.moore@example.com,Dayton,TN,60292,2025-01-03,Agent
ef613b51-6502-4b31-84be-fdfeac179955,Charlie,Williams,charlie.williams@example.com,Dayton,WV,59648,2019-04-01,Agent
c181a2a6-1e2c-46ba-b9b5-c6e861e496b9,Morgan,Jackson,morgan.jackson@example.com,Cleveland,TN,91906,2023-04-05,Agent
43e9f194-d7be-4bac-bb84-48879dd50ab0,Riley,Moore,riley.moore@example.com,Columbus,WV,35103,2023-09-29,Agent
04cb7404-58c1-4b1c-926b-a0bc71bfb722,Morgan,Brown,morgan.brown@example.com,Akron,WV,64726,2023-04-05,Agent
0a896a56-3374-43b1-8726-1c823f73e2c8,Blake,Martinez,blake.martinez@example.com,Lexington,MO,66307,2025-02-01,Online
a1097e19-8179-41d0-88f7-d50bf9aaaf13,Logan,Johnson,logan.johnson@example.com,Toledo,MI,94057,2021-03-21,Agent
4d658944-3bb0-42fb-9aa2-c2babbb0d57b,Skyler,Miller,skyler.miller@example.com,Akron,IL,62742,2020-02-21,Agent
02237f28-b0ca-4f97-a1d2-8394ae882818,Jesse,Williams,jesse.williams@example.com,Akron,IL,73909,2020-10-31,Online
cd23b594-170e-47e1-bd06-74ac0a86c59a,Dakota,Jackson,dakota.jackson@example.com,Cleveland,WV,35797,2022-03-25,Agent
75f1a1d2-dde2-4e4f-9447-7e1765019dd4,Jordan,Moore,jordan.moore@example.com,Lexington,WI,14868,2025-01-09,Agent
ca4f6b78-3a77-4110-941e-2d83b8899c29,Skyler,Thomas,skyler.thomas@example.com,Chicago,OH,60292,2021-03-27,Agent
b50965b7-34b3-41e3-856e-725cab73e8d1,Finley,Martin,finley.martin@example.com,Cincinnati,OH,60955,2021-06-21,Online
d964b52c-7320-4340-b2f9-b8f5f8347dc1,Alex,Anderson,alex.anderson@example.com,Chicago,WV,13963,2023-12-03,Online
d98bfbf8-8a3e-4959-9be3-5b851a607eee,Morgan,Wilson,morgan.wilson@example.com,Dayton,TN,73447,2023-01-24,Branch
4b8bc2c3-55a4-4989-9f1c-1fcaada346e9,Charlie,Rodriguez,charlie.rodriguez@example.com,Toledo,IL,95579,2020-07-07,Agent
00dadf0f-7f5d-4e85-b353-40aa3cad2376,Riley,Johnson,riley.johnson@example.com,Cleveland,MI,18966,2021-06-17,Agent
4fcdabe5-746f-462e-b9b7-94b256d04b74,Harper,Martinez,harper.martinez@example.com,Cincinnati,TN,35765,2020-03-18,Agent
06760f62-565e-4901-9748-bb3fcc5b995d,Peyton,Thomas,peyton.thomas@example.com,Cleveland,WI,53724,2021-12-10,Phone
ba9706e4-abf2-4825-9409-39cf9c43eed9,Alex,Garcia,alex.garcia@example.com,Akron,MI,51193,2022-04-08,Agent
39aaf9d2-02ae-45fd-9655-69576b5bb76f,Taylor,Brown,taylor.brown@example.com,Columbus,KY,86514,2022-03-14,Online
47cfd91e-0aa5-44c7-8f19-55d96daed5ed,Emerson,Thomas,emerson.thomas@example.com,Akron,KY,59683,2024-03-17,Online
7490c81e-548c-4356-8b6a-7942b5ba99f3,Quinn,Wilson,quinn.wilson@example.com,Cincinnati,IN,13219,2025-06-25,Online
0c6857c8-3d59-46d8-9fbb-7d93f74134b1,Skyler,Brown,skyler.brown@example.com,Lexington,PA,44558,2023-12-29,Agent
39bc4b3c-9bd3-4ca4-9d7b-e5acdad2bc3d,Finley,Martinez,finley.martinez@example.com,Akron,KY,74451,2024-04-28,Online
4d4131a9-6da4-4f48-9aa5-25ec54c81684,Logan,Rodriguez,logan.rodriguez@example.com,Cincinnati,WI,79896,2019-07-31,Agent
b6c386f0-c260-4535-8056-7e894528e6c5,Taylor,Brown,taylor.brown@example.com,Chicago,KY,62899,2021-12-20,Agent
505aa318-b0e2-4e3b-a11c-f3d0a3883741,Charlie,Martinez,charlie.martinez@example.com,Cleveland,KY,43167,2023-05-24,Agent
1de7223e-ac15-4299-849d-10c4b3335caa,Peyton,Brown,peyton.brown@example.com,Louisville,IN,91906,2019-12-31,Online
ce3efa50-d25f-41a1-9e5d-442d95c47c86,Riley,Taylor,riley.taylor@example.com,Cincinnati,MO,69662,2024-04-24,Phone
53bd526e-78be-4fb4-b7fc-b192b32e39ab,Charlie,Brown,charlie.brown@example.com,Cincinnati,WI,80774,2019-05-24,Phone
6cced7e4-7a38-42f8-b204-1ddcb9b03ad4,Blake,Hernandez,blake.hernandez@example.com,Dayton,OH,38016,2020-09-09,Phone
220c718d-bd73-4b4f-98a6-5f2d02803d77,Logan,Taylor,logan.taylor@example.com,Lexington,WV,94640,2019-12-02,Agent
5c6e98d7-6538-463d-9851-08c1822528cd,Peyton,Anderson,peyton.anderson@example.com,Cincinnati,PA,17720,2021-06-22,Agent
656f0418-a9fc-4af7-9890-e9338eb6abe4,Jordan,Garcia,jordan.garcia@example.com,Toledo,WI,76242,2025-03-04,Online
df52b1e3-b6aa-4300-8562-c70b5fbca740,Quinn,Thomas,quinn.thomas@example.com,Indianapolis,WV,81581,2024-11-30,Agent
987bbfc8-928b-47e6-a3b8-22977dc7685a,Dakota,Jackson,dakota.jackson@example.com,Indianapolis,OH,27843,2023-03-16,Phone
078ccd24-4467-4517-9534-663a2f7ce6cd,Skyler,Jackson,skyler.jackson@example.com,Cincinnati,TN,66307,2021-08-07,Agent
88b1a72a-6871-470e-b3e1-bfaeffa01e1a,Finley,Thomas,finley.thomas@example.com,Cincinnati,KY,90137,2023-05-09,Agent
8750c302-4456-4614-b074-25be28c5c53e,Jesse,Lopez,jesse.lopez@example.com,Louisville,KY,67680,2021-12-27,Online
d8cb28ec-cdea-463b-9ac5-ac7a8f165d50,Emerson,Johnson,emerson.johnson@example.com,Toledo,TN,21250,2024-09-17,Online
e5d985b2-7e88-4916-8c05-ef83f1aae8a4,Taylor,Johnson,taylor.johnson@example.com,Louisville,TN,93230,2020-12-28,Agent
447f6daf-68bd-4547-8320-ddb1977480d2,Alex,Moore,alex.moore@example.com,Cincinnati,PA,90057,2019-01-04,Online
dc6eb1fe-7547-4c24-95e9-486569d0a6d5,Peyton,Brown,peyton.brown@example.com,Indianapolis,WI,47683,2024-04-19,Agent
387bf3f8-0b4c-453a-aaf4-54708434b37e,Blake,Taylor,blake.taylor@example.com,Louisville,TN,37317,2025-05-14,Agent
5335ec05-38ef-43dd-ad75-cd14064f649e,Jesse,Rodriguez,jesse.rodriguez@example.com,Columbus,IN,67680,2021-05-16,Online
d510c4e7-c934-45ea-8ccf-bcc95dcb3008,Blake,Martinez,blake.martinez@example.com,Columbus,PA,59683,2023-06-24,Online
a93d3683-aecf-4e15-bb90-c4e1deea579f,Emerson,Hernandez,emerson.hernandez@example.com,Chicago,KY,94497,2025-08-02,Agent
b1dcc2ed-6783-4966-b663-29c47c7cde21,Riley,Thomas,riley.thomas@example.com,Dayton,IL,68236,2023-03-20,Agent
3022bdd7-26d1-4559-8c4f-cc70a96a48f9,Jesse,Jackson,jesse.jackson@example.com,Indianapolis,WI,81083,2025-08-11,Online
3074e2fc-6361-4287-bd35-86fd6f7702c1,Alex,Wilson,alex.wilson@example.com,Akron,PA,93089,2023-02-10,Agent
88b31559-632e-4125-b9c6-d0ea2391b855,Charlie,Garcia,charlie.garcia@example.com,Indianapolis,IL,12336,2019-10-14,Branch
1c958671-509d-4814-9d39-804673b2c9c4,Casey,Rodriguez,casey.rodriguez@example.com,Cincinnati,IN,39025,2023-07-21,Branch
5215ef1f-2a7c-4957-ae25-4ab5e1f43510,Blake,Martin,blake.martin@example.com,Dayton,WI,70415,2020-07-24,Agent
dd572f87-12ba-42e5-aee8-02f6e0d8e772,Harper,Lopez,harper.lopez@example.com,Lexington,WV,96019,2021-12-31,Agent
4e0fcd40-dcd5-4939-9557-cf3e7e17cd44,Dakota,Taylor,dakota.taylor@example.com,Cleveland,IN,57824,2019-10-25,Agent
b36d3c4f-61b2-43b9-bd83-c4ad333319ec,Finley,Smith,finley.smith@example.com,Indianapolis,MO,91836,2024-02-13,Online
1ebf957f-10d2-452b-a52f-489e1a60f6cc,Jesse,Wilson,jesse.wilson@example.com,Dayton,KY,39025,2025-01-16,Online
b273f061-b3e7-48ed-92b9-38521653d19c,Avery,Brown,avery.brown@example.com,Cincinnati,IL,84537,2021-04-21,Online
6813fa3a-eff6-4b2c-9a31-6c1c67de67bd,Logan,Rodriguez,logan.rodriguez@example.com,Akron,TN,60955,2022-05-06,Agent
804746df-64c2-45b5-b2ca-a5ac6968dcc2,Sawyer,Martinez,sawyer.martinez@example.com,Columbus,IL,28289,2025-06-27,Online
9b6fba83-90f8-4a55-870b-60fdb2e0bfa7,Logan,Hernandez,logan.hernandez@example.com,Lexington,KY,74836,2022-03-19,Agent
9ca6d086-6512-43d8-9ca1-be396f0311c4,Sawyer,Moore,sawyer.moore@example.com,Toledo,TN,91231,2022-06-04,Agent
42184db4-603b-496f-9555-a0ac3410c7db,Riley,Jackson,riley.jackson@example.com,Cleveland,TN,10377,2023-09-17,Agent
2879b0e6-9f26-4e29-9576-96452d8b738b,Blake,Thomas,blake.thomas@example.com,Columbus,TN,13963,2021-01-27,Online
9d76df63-b7ef-4998-8df9-996e8926dac8,Finley,Rodriguez,finley.rodriguez@example.com,Akron,IN,91836,2021-07-30,Agent
906bb5aa-f93e-43be-bc03-0d8838eb4f86,Casey,Brown,casey.brown@example.com,Cleveland,IL,35797,2021-02-09,Online
179f7433-7bd6-4763-ab48-dcd2e6b8dc4b,Jordan,Lopez,jordan.lopez@example.com,Akron,MI,67600,2024-01-27,Agent
073eb4c2-294c-45c9-b1d0-1466ea840dd6,Riley,Martin,riley.martin@example.com,Chicago,OH,69287,2019-07-01,Agent
724a86c4-224f-493d-8157-726df2657b5c,Riley,Miller,riley.miller@example.com,Chicago,IN,96998,2023-07-19,Agent
ae592c16-4699-430b-99b0-4e403812cb76,Kai,Brown,kai.brown@example.com,Indianapolis,MO,84839,2019-10-08,Agent
806b034c-4f25-466d-8457-6172f69ce0ab,Kai,Thomas,kai.thomas@example.com,Lexington,IN,38016,2021-04-11,Phone
d56137fb-d149-496c-a95f-a1a1706defcb,Morgan,Lopez,morgan.lopez@example.com,Dayton,WV,53745,2023-09-19,Online
c07f5250-2511-4ce8-a3a6-e53b93072f5e,Harper,Rodriguez,harper.rodriguez@example.com,Toledo,MI,43144,2023-06-08,Agent
74cf872e-d918-4e62-8047-0425e16d6cab,Logan,Rodriguez,logan.rodriguez@example.com,Lexington,MI,53745,2023-05-14,Branch
646e5a6f-71d2-4ff8-95bd-e5409fbe375e,Kai,Martin,kai.martin@example.com,Dayton,OH,92467,2024-01-30,Online
5dcae0e0-0e4e-4192-b63f-607ff3bb3abf,Logan,Davis,logan.davis@example.com,Dayton,PA,24324,2023-08-11,Online
f10c1782-9b53-4a41-8f96-3e4c52492de0,Peyton,Davis,peyton.davis@example.com,Cincinnati,WV,17334,2020-01-13,Online
fce7121d-528e-4d4a-b87a-871737ea3794,Logan,Smith,logan.smith@example.com,Toledo,WI,67341,2021-08-28,Online
ee10f6f1-23ff-4a16-a706-bb41c929235b,Morgan,Rodriguez,morgan.rodriguez@example.com,Louisville,WV,60292,2020-02-27,Online
d7d60648-959f-4dbe-b553-0aa6a2611676,Morgan,Wilson,morgan.wilson@example.com,Cleveland,PA,35824,2023-08-07,Online
1d98842a-b199-4474-a832-c1f63ad2ecb4,Blake,Taylor,blake.taylor@example.com,Indianapolis,WI,32441,2022-01-24,Branch
c5788f25-b1d8-44f3-aad8-c4757eb5621d,Jordan,Thomas,jordan.thomas@example.com,Chicago,WI,86173,2022-04-02,Online
3929e066-e388-4aad-b246-2052a49638dd,Riley,Taylor,riley.taylor@example.com,Louisville,IL,51120,2021-01-05,Branch
